11.2171 	WARNING 	Monitor specification not found. Creating a temporary one...
14.3155 	EXP 	Created prac_cont = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='prac_cont', opacity=1.0, ori=0, pos=array([ 0.  , -0.45]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
16.5158 	EXP 	Created full_instr_txt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='full_instr_txt', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
16.5367 	EXP 	Created full_instr_cont = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='full_instr_cont', opacity=1.0, ori=0, pos=array([ 0. , -0.4]), rgb=array([255., 255., 255.]), text='Press SPACE to begin.', units='height', win=Window(...), wrapWidth=1)
16.5389 	EXP 	Created fixation_cross = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.15, italic=False, languageStyle='LTR', name='fixation_cross', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
16.5432 	EXP 	Created Stroop_Text_Full = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.15, italic=False, languageStyle='LTR', name='Stroop_Text_Full', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
16.5788 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
16.6078 	EXP 	Imported SCWT_Instr.xlsx as conditions, 5 conditions, 3 params
16.6081 	EXP 	Created sequence: sequential, trialTypes=5, nReps=1, seed=None
16.6083 	EXP 	New trial (rep=0, index=0): OrderedDict([('index', 0), ('text', 'During this task, you will see three types of stimuli:\n      1.  Colored asterisks\n      2.  Color words written in black\n      3.  Color words written in color'), ('cont_text', 'Press SPACE to continue.')])
16.7438 	EXP 	Stroop_Instr: text = 'During this task, you will see three types of stimuli:\n      1.  Colored asterisks\n      2.  Color words written in black\n      3.  Color words written in color'
16.7438 	EXP 	cont: text = 'Press SPACE to continue.'
16.7438 	EXP 	Stroop_Instr: autoDraw = True
16.7438 	EXP 	cont: autoDraw = True
289.3481 	DATA 	Keypress: space
289.3620 	EXP 	New trial (rep=0, index=1): OrderedDict([('index', 1), ('text', 'If you see a color word written in white...\nRead the word.'), ('cont_text', 'Press SPACE to continue.')])
289.4401 	EXP 	Stroop_Instr: autoDraw = False
289.4401 	EXP 	cont: autoDraw = False
289.4401 	EXP 	Stroop_Instr: text = 'If you see a color word written in white...\nRead the word.'
289.4401 	EXP 	cont: text = 'Press SPACE to continue.'
289.4401 	EXP 	Stroop_Instr: autoDraw = True
289.4401 	EXP 	cont: autoDraw = True
297.9797 	DATA 	Keypress: space
297.9950 	EXP 	New trial (rep=0, index=2): OrderedDict([('index', 2), ('text', 'If you see colored asterisks...\n        Name the color.'), ('cont_text', 'Press SPACE to continue.')])
298.0735 	EXP 	Stroop_Instr: autoDraw = False
298.0735 	EXP 	cont: autoDraw = False
298.0735 	EXP 	Stroop_Instr: text = 'If you see colored asterisks...\n        Name the color.'
298.0735 	EXP 	cont: text = 'Press SPACE to continue.'
298.0735 	EXP 	Stroop_Instr: autoDraw = True
298.0735 	EXP 	cont: autoDraw = True
305.3280 	EXP 	New trial (rep=0, index=3): OrderedDict([('index', 3), ('text', 'But, if you see a color word written in color...\n\nSay the color that the word is written in. \n        DO NOT read the word.'), ('cont_text', 'Press SPACE to continue.')])
305.4348 	DATA 	Keypress: space
305.4564 	EXP 	Stroop_Instr: autoDraw = False
305.4564 	EXP 	cont: autoDraw = False
305.4564 	EXP 	Stroop_Instr: text = 'But, if you see a color word written in color...\n\nSay the color that the word is written in. \n        DO NOT read the word.'
305.4564 	EXP 	cont: text = 'Press SPACE to continue.'
305.4564 	EXP 	Stroop_Instr: autoDraw = True
305.4564 	EXP 	cont: autoDraw = True
320.1613 	EXP 	New trial (rep=0, index=4): OrderedDict([('index', 4), ('text', 'So, if you see "Red" written in Blue, \n\nSay "Blue".\nDo NOT say "Red".\n \nLet’s practice.'), ('cont_text', 'Press SPACE to begin.')])
320.2988 	DATA 	Keypress: space
320.3228 	EXP 	Stroop_Instr: autoDraw = False
320.3228 	EXP 	cont: autoDraw = False
320.3228 	EXP 	Stroop_Instr: text = 'So, if you see "Red" written in Blue, \n\nSay "Blue".\nDo NOT say "Red".\n \nLet’s practice.'
320.3228 	EXP 	cont: text = 'Press SPACE to begin.'
320.3228 	EXP 	Stroop_Instr: autoDraw = True
320.3228 	EXP 	cont: autoDraw = True
326.9437 	EXP 	Imported SCWT_trials.xlsx as conditions, 6 conditions, 8 params
326.9440 	EXP 	Created sequence: sequential, trialTypes=6, nReps=1, seed=None
326.9443 	EXP 	New trial (rep=0, index=0): OrderedDict([('index', 0), ('StroopText', 'Orange'), ('StroopColor', 'white'), ('StroopCondition', 'Word'), ('correct', 'orange'), ('is_practice', 'yes'), ('practice_cue', '(Say "Orange")'), ('practice_cont', 'Press SPACE to continue.')])
326.9466 	DATA 	Keypress: space
326.9560 	EXP 	Stroop_Instr: autoDraw = False
326.9560 	EXP 	cont: autoDraw = False
327.9895 	EXP 	fixation_cross: autoDraw = True
328.5395 	EXP 	fixation_cross: autoDraw = False
328.5395 	EXP 	Stroop_Text: color = 'white (named)'
328.5395 	EXP 	Stroop_Text: text = 'Orange'
328.5395 	EXP 	practice_cue_txt: text = '(Say "Orange")'
328.5395 	EXP 	prac_cont: text = 'Press SPACE to continue.'
328.5395 	EXP 	Stroop_Text: autoDraw = True
329.4061 	EXP 	practice_cue_txt: autoDraw = True
329.4061 	EXP 	prac_cont: autoDraw = True
342.1277 	EXP 	New trial (rep=0, index=1): OrderedDict([('index', 1), ('StroopText', 'Yellow'), ('StroopColor', 'green'), ('StroopCondition', 'CW'), ('correct', 'green'), ('is_practice', 'yes'), ('practice_cue', '(Say "Green")'), ('practice_cont', 'Press SPACE to continue.')])
342.1305 	DATA 	Keypress: space
342.1392 	EXP 	Stroop_Text: autoDraw = False
342.1392 	EXP 	practice_cue_txt: autoDraw = False
342.1392 	EXP 	prac_cont: autoDraw = False
343.1559 	EXP 	fixation_cross: autoDraw = True
343.7226 	EXP 	fixation_cross: autoDraw = False
343.7226 	EXP 	fixation_cross: autoDraw = False
343.7226 	EXP 	Stroop_Text: color = 'green (named)'
343.7226 	EXP 	Stroop_Text: text = 'Yellow'
343.7226 	EXP 	practice_cue_txt: text = '(Say "Green")'
343.7226 	EXP 	prac_cont: text = 'Press SPACE to continue.'
343.7226 	EXP 	Stroop_Text: autoDraw = True
344.6559 	EXP 	practice_cue_txt: autoDraw = True
344.6559 	EXP 	prac_cont: autoDraw = True
347.9609 	EXP 	New trial (rep=0, index=2): OrderedDict([('index', 2), ('StroopText', '******'), ('StroopColor', 'purple'), ('StroopCondition', 'Color'), ('correct', 'purple'), ('is_practice', 'yes'), ('practice_cue', '(Say "Purple")'), ('practice_cont', 'Press SPACE to continue.')])
347.9639 	DATA 	Keypress: space
347.9726 	EXP 	Stroop_Text: autoDraw = False
347.9726 	EXP 	practice_cue_txt: autoDraw = False
347.9726 	EXP 	prac_cont: autoDraw = False
348.9892 	EXP 	fixation_cross: autoDraw = True
349.5223 	EXP 	fixation_cross: autoDraw = False
349.5223 	EXP 	fixation_cross: autoDraw = False
349.5223 	EXP 	Stroop_Text: color = 'purple (named)'
349.5223 	EXP 	Stroop_Text: text = '******'
349.5223 	EXP 	practice_cue_txt: text = '(Say "Purple")'
349.5223 	EXP 	prac_cont: text = 'Press SPACE to continue.'
349.5223 	EXP 	Stroop_Text: autoDraw = True
350.4892 	EXP 	practice_cue_txt: autoDraw = True
350.4892 	EXP 	prac_cont: autoDraw = True
357.4135 	DATA 	Keypress: space
357.4271 	EXP 	New trial (rep=0, index=3): OrderedDict([('index', 3), ('StroopText', '*****'), ('StroopColor', 'green'), ('StroopCondition', 'Color'), ('correct', 'green'), ('is_practice', 'yes'), ('practice_cue', '(Say "Green")'), ('practice_cont', 'Press SPACE to continue.')])
357.4391 	EXP 	Stroop_Text: autoDraw = False
357.4391 	EXP 	practice_cue_txt: autoDraw = False
357.4391 	EXP 	prac_cont: autoDraw = False
358.4558 	EXP 	fixation_cross: autoDraw = True
358.9729 	EXP 	fixation_cross: autoDraw = False
358.9729 	EXP 	fixation_cross: autoDraw = False
358.9729 	EXP 	Stroop_Text: color = 'green (named)'
358.9729 	EXP 	Stroop_Text: text = '*****'
358.9729 	EXP 	practice_cue_txt: text = '(Say "Green")'
358.9729 	EXP 	prac_cont: text = 'Press SPACE to continue.'
358.9729 	EXP 	Stroop_Text: autoDraw = True
359.9730 	EXP 	practice_cue_txt: autoDraw = True
359.9730 	EXP 	prac_cont: autoDraw = True
361.3438 	EXP 	New trial (rep=0, index=4): OrderedDict([('index', 4), ('StroopText', 'Orange'), ('StroopColor', 'blue'), ('StroopCondition', 'CW'), ('correct', 'blue'), ('is_practice', 'yes'), ('practice_cue', '(Say "Blue")'), ('practice_cont', 'Press SPACE to continue.')])
361.3467 	DATA 	Keypress: space
361.3556 	EXP 	Stroop_Text: autoDraw = False
361.3556 	EXP 	practice_cue_txt: autoDraw = False
361.3556 	EXP 	prac_cont: autoDraw = False
362.3722 	EXP 	fixation_cross: autoDraw = True
362.8888 	EXP 	fixation_cross: autoDraw = False
362.8888 	EXP 	fixation_cross: autoDraw = False
362.8888 	EXP 	Stroop_Text: color = 'blue (named)'
362.8888 	EXP 	Stroop_Text: text = 'Orange'
362.8888 	EXP 	practice_cue_txt: text = '(Say "Blue")'
362.8888 	EXP 	prac_cont: text = 'Press SPACE to continue.'
362.8888 	EXP 	Stroop_Text: autoDraw = True
363.8743 	EXP 	practice_cue_txt: autoDraw = True
363.8743 	EXP 	prac_cont: autoDraw = True
365.2463 	DATA 	Keypress: space
365.2604 	EXP 	New trial (rep=0, index=5): OrderedDict([('index', 5), ('StroopText', 'Green'), ('StroopColor', 'purple'), ('StroopCondition', 'CW'), ('correct', 'purple'), ('is_practice', 'yes'), ('practice_cue', '(Say "Purple")'), ('practice_cont', 'Press SPACE to continue.')])
365.2723 	EXP 	Stroop_Text: autoDraw = False
365.2723 	EXP 	practice_cue_txt: autoDraw = False
365.2723 	EXP 	prac_cont: autoDraw = False
366.2890 	EXP 	fixation_cross: autoDraw = True
366.8219 	EXP 	fixation_cross: autoDraw = False
366.8219 	EXP 	fixation_cross: autoDraw = False
366.8219 	EXP 	Stroop_Text: color = 'purple (named)'
366.8219 	EXP 	Stroop_Text: text = 'Green'
366.8219 	EXP 	practice_cue_txt: text = '(Say "Purple")'
366.8219 	EXP 	prac_cont: text = 'Press SPACE to continue.'
366.8219 	EXP 	Stroop_Text: autoDraw = True
367.8055 	EXP 	practice_cue_txt: autoDraw = True
367.8055 	EXP 	prac_cont: autoDraw = True
370.4834 	DATA 	Keypress: space
370.5054 	EXP 	Stroop_Text: autoDraw = False
370.5054 	EXP 	practice_cue_txt: autoDraw = False
370.5054 	EXP 	prac_cont: autoDraw = False
370.5054 	EXP 	full_instr_txt: autoDraw = True
370.5054 	EXP 	full_instr_cont: autoDraw = True
377.3784 	DATA 	Keypress: space
377.4281 	EXP 	Imported SCWT_trials.xlsx as conditions, 54 conditions, 8 params
377.4290 	EXP 	Created sequence: sequential, trialTypes=54, nReps=1, seed=None
377.4300 	EXP 	New trial (rep=0, index=0): OrderedDict([('index', 6), ('StroopText', 'Yellow'), ('StroopColor', 'orange'), ('StroopCondition', 'CW'), ('correct', 'orange'), ('is_practice', 'no'), ('practice_cue', None), ('practice_cont', None)])
377.4553 	EXP 	full_instr_txt: autoDraw = False
377.4553 	EXP 	full_instr_cont: autoDraw = False
378.4553 	EXP 	fixation_cross: autoDraw = True
378.9404 	EXP 	fixation_cross: autoDraw = False
378.9404 	EXP 	Stroop_Text_Full: color = 'orange (named)'
378.9404 	EXP 	Stroop_Text_Full: text = 'Yellow'
378.9404 	EXP 	Stroop_Text_Full: autoDraw = True
380.9363 	EXP 	New trial (rep=0, index=1): OrderedDict([('index', 7), ('StroopText', 'Green'), ('StroopColor', 'white'), ('StroopCondition', 'Word'), ('correct', 'green'), ('is_practice', 'no'), ('practice_cue', None), ('practice_cont', None)])
380.9552 	EXP 	Stroop_Text_Full: autoDraw = False
381.9551 	EXP 	fixation_cross: autoDraw = True
382.4384 	EXP 	fixation_cross: autoDraw = False
382.4384 	EXP 	Stroop_Text_Full: color = 'white (named)'
382.4384 	EXP 	Stroop_Text_Full: text = 'Green'
382.4384 	EXP 	Stroop_Text_Full: autoDraw = True
384.4368 	EXP 	New trial (rep=0, index=2): OrderedDict([('index', 8), ('StroopText', 'Red'), ('StroopColor', 'purple'), ('StroopCondition', 'CW'), ('correct', 'purple'), ('is_practice', 'no'), ('practice_cue', None), ('practice_cont', None)])
384.4551 	EXP 	Stroop_Text_Full: autoDraw = False
385.4550 	EXP 	fixation_cross: autoDraw = True
385.9550 	EXP 	fixation_cross: autoDraw = False
385.9550 	EXP 	Stroop_Text_Full: color = 'purple (named)'
385.9550 	EXP 	Stroop_Text_Full: text = 'Red'
385.9550 	EXP 	Stroop_Text_Full: autoDraw = True
387.9352 	EXP 	New trial (rep=0, index=3): OrderedDict([('index', 9), ('StroopText', 'Orange'), ('StroopColor', 'white'), ('StroopCondition', 'Word'), ('correct', 'orange'), ('is_practice', 'no'), ('practice_cue', None), ('practice_cont', None)])
387.9550 	EXP 	Stroop_Text_Full: autoDraw = False
388.9549 	EXP 	fixation_cross: autoDraw = True
389.4383 	EXP 	fixation_cross: autoDraw = False
389.4383 	EXP 	Stroop_Text_Full: color = 'white (named)'
389.4383 	EXP 	Stroop_Text_Full: text = 'Orange'
389.4383 	EXP 	Stroop_Text_Full: autoDraw = True
391.4393 	EXP 	New trial (rep=0, index=4): OrderedDict([('index', 10), ('StroopText', 'Green'), ('StroopColor', 'yellow'), ('StroopCondition', 'CW'), ('correct', 'yellow'), ('is_practice', 'no'), ('practice_cue', None), ('practice_cont', None)])
391.4551 	EXP 	Stroop_Text_Full: autoDraw = False
392.4717 	EXP 	fixation_cross: autoDraw = True
392.9381 	EXP 	fixation_cross: autoDraw = False
392.9381 	EXP 	Stroop_Text_Full: color = 'yellow (named)'
392.9381 	EXP 	Stroop_Text_Full: text = 'Green'
392.9381 	EXP 	Stroop_Text_Full: autoDraw = True
394.9358 	EXP 	New trial (rep=0, index=5): OrderedDict([('index', 11), ('StroopText', 'Blue'), ('StroopColor', 'purple'), ('StroopCondition', 'CW'), ('correct', 'purple'), ('is_practice', 'no'), ('practice_cue', None), ('practice_cont', None)])
394.9549 	EXP 	Stroop_Text_Full: autoDraw = False
395.9549 	EXP 	fixation_cross: autoDraw = True
396.4549 	EXP 	fixation_cross: autoDraw = False
396.4549 	EXP 	Stroop_Text_Full: color = 'purple (named)'
396.4549 	EXP 	Stroop_Text_Full: text = 'Blue'
396.4549 	EXP 	Stroop_Text_Full: autoDraw = True
398.4142 	EXP 	New trial (rep=0, index=6): OrderedDict([('index', 12), ('StroopText', 'Yellow'), ('StroopColor', 'white'), ('StroopCondition', 'Word'), ('correct', 'yellow'), ('is_practice', 'no'), ('practice_cue', None), ('practice_cont', None)])
398.4549 	EXP 	Stroop_Text_Full: autoDraw = False
399.4381 	EXP 	fixation_cross: autoDraw = True
399.9382 	EXP 	fixation_cross: autoDraw = False
399.9382 	EXP 	Stroop_Text_Full: color = 'white (named)'
399.9382 	EXP 	Stroop_Text_Full: text = 'Yellow'
399.9382 	EXP 	Stroop_Text_Full: autoDraw = True
401.9282 	EXP 	New trial (rep=0, index=7): OrderedDict([('index', 13), ('StroopText', '***'), ('StroopColor', 'red'), ('StroopCondition', 'Color'), ('correct', 'red'), ('is_practice', 'no'), ('practice_cue', None), ('practice_cont', None)])
401.9548 	EXP 	Stroop_Text_Full: autoDraw = False
402.9547 	EXP 	fixation_cross: autoDraw = True
403.4546 	EXP 	fixation_cross: autoDraw = False
403.4546 	EXP 	Stroop_Text_Full: color = 'red (named)'
403.4546 	EXP 	Stroop_Text_Full: text = '***'
403.4546 	EXP 	Stroop_Text_Full: autoDraw = True
405.4317 	EXP 	New trial (rep=0, index=8): OrderedDict([('index', 14), ('StroopText', '******'), ('StroopColor', 'purple'), ('StroopCondition', 'Color'), ('correct', 'purple'), ('is_practice', 'no'), ('practice_cue', None), ('practice_cont', None)])
405.4547 	EXP 	Stroop_Text_Full: autoDraw = False
406.4547 	EXP 	fixation_cross: autoDraw = True
406.9380 	EXP 	fixation_cross: autoDraw = False
406.9380 	EXP 	Stroop_Text_Full: color = 'purple (named)'
406.9380 	EXP 	Stroop_Text_Full: text = '******'
406.9380 	EXP 	Stroop_Text_Full: autoDraw = True
408.9352 	EXP 	New trial (rep=0, index=9): OrderedDict([('index', 15), ('StroopText', 'Green'), ('StroopColor', 'blue'), ('StroopCondition', 'CW'), ('correct', 'blue'), ('is_practice', 'no'), ('practice_cue', None), ('practice_cont', None)])
408.9547 	EXP 	Stroop_Text_Full: autoDraw = False
409.9546 	EXP 	fixation_cross: autoDraw = True
410.4380 	EXP 	fixation_cross: autoDraw = False
410.4380 	EXP 	Stroop_Text_Full: color = 'blue (named)'
410.4380 	EXP 	Stroop_Text_Full: text = 'Green'
410.4380 	EXP 	Stroop_Text_Full: autoDraw = True
412.4311 	EXP 	New trial (rep=0, index=10): OrderedDict([('index', 16), ('StroopText', '***'), ('StroopColor', 'red'), ('StroopCondition', 'Color'), ('correct', 'red'), ('is_practice', 'no'), ('practice_cue', None), ('practice_cont', None)])
412.4546 	EXP 	Stroop_Text_Full: autoDraw = False
413.4546 	EXP 	fixation_cross: autoDraw = True
413.9380 	EXP 	fixation_cross: autoDraw = False
413.9380 	EXP 	Stroop_Text_Full: color = 'red (named)'
413.9380 	EXP 	Stroop_Text_Full: text = '***'
413.9380 	EXP 	Stroop_Text_Full: autoDraw = True
415.9312 	EXP 	New trial (rep=0, index=11): OrderedDict([('index', 17), ('StroopText', 'Orange'), ('StroopColor', 'white'), ('StroopCondition', 'Word'), ('correct', 'orange'), ('is_practice', 'no'), ('practice_cue', None), ('practice_cont', None)])
415.9545 	EXP 	Stroop_Text_Full: autoDraw = False
416.9546 	EXP 	fixation_cross: autoDraw = True
417.4378 	EXP 	fixation_cross: autoDraw = False
417.4378 	EXP 	Stroop_Text_Full: color = 'white (named)'
417.4378 	EXP 	Stroop_Text_Full: text = 'Orange'
417.4378 	EXP 	Stroop_Text_Full: autoDraw = True
419.4427 	EXP 	New trial (rep=0, index=12): OrderedDict([('index', 18), ('StroopText', 'Red'), ('StroopColor', 'white'), ('StroopCondition', 'Word'), ('correct', 'red'), ('is_practice', 'no'), ('practice_cue', None), ('practice_cont', None)])
419.4544 	EXP 	Stroop_Text_Full: autoDraw = False
420.4711 	EXP 	fixation_cross: autoDraw = True
420.9379 	EXP 	fixation_cross: autoDraw = False
420.9379 	EXP 	Stroop_Text_Full: color = 'white (named)'
420.9379 	EXP 	Stroop_Text_Full: text = 'Red'
420.9379 	EXP 	Stroop_Text_Full: autoDraw = True
422.9464 	EXP 	New trial (rep=0, index=13): OrderedDict([('index', 19), ('StroopText', 'Orange'), ('StroopColor', 'white'), ('StroopCondition', 'Word'), ('correct', 'orange'), ('is_practice', 'no'), ('practice_cue', None), ('practice_cont', None)])
422.9711 	EXP 	Stroop_Text_Full: autoDraw = False
423.9711 	EXP 	fixation_cross: autoDraw = True
424.4378 	EXP 	fixation_cross: autoDraw = False
424.4378 	EXP 	Stroop_Text_Full: color = 'white (named)'
424.4378 	EXP 	Stroop_Text_Full: text = 'Orange'
424.4378 	EXP 	Stroop_Text_Full: autoDraw = True
426.4216 	EXP 	New trial (rep=0, index=14): OrderedDict([('index', 20), ('StroopText', '****'), ('StroopColor', 'blue'), ('StroopCondition', 'Color'), ('correct', 'blue'), ('is_practice', 'no'), ('practice_cue', None), ('practice_cont', None)])
426.4544 	EXP 	Stroop_Text_Full: autoDraw = False
427.4543 	EXP 	fixation_cross: autoDraw = True
427.9380 	EXP 	fixation_cross: autoDraw = False
427.9380 	EXP 	Stroop_Text_Full: color = 'blue (named)'
427.9380 	EXP 	Stroop_Text_Full: text = '****'
427.9380 	EXP 	Stroop_Text_Full: autoDraw = True
429.9339 	EXP 	New trial (rep=0, index=15): OrderedDict([('index', 21), ('StroopText', 'Orange'), ('StroopColor', 'yellow'), ('StroopCondition', 'CW'), ('correct', 'yellow'), ('is_practice', 'no'), ('practice_cue', None), ('practice_cont', None)])
429.9543 	EXP 	Stroop_Text_Full: autoDraw = False
430.9543 	EXP 	fixation_cross: autoDraw = True
431.4375 	EXP 	fixation_cross: autoDraw = False
431.4375 	EXP 	Stroop_Text_Full: color = 'yellow (named)'
431.4375 	EXP 	Stroop_Text_Full: text = 'Orange'
431.4375 	EXP 	Stroop_Text_Full: autoDraw = True
433.4418 	EXP 	New trial (rep=0, index=16): OrderedDict([('index', 22), ('StroopText', '******'), ('StroopColor', 'purple'), ('StroopCondition', 'Color'), ('correct', 'purple'), ('is_practice', 'no'), ('practice_cue', None), ('practice_cont', None)])
433.4542 	EXP 	Stroop_Text_Full: autoDraw = False
434.4709 	EXP 	fixation_cross: autoDraw = True
434.9375 	EXP 	fixation_cross: autoDraw = False
434.9375 	EXP 	Stroop_Text_Full: color = 'purple (named)'
434.9375 	EXP 	Stroop_Text_Full: text = '******'
434.9375 	EXP 	Stroop_Text_Full: autoDraw = True
436.9137 	EXP 	New trial (rep=0, index=17): OrderedDict([('index', 23), ('StroopText', 'Red'), ('StroopColor', 'green'), ('StroopCondition', 'CW'), ('correct', 'green'), ('is_practice', 'no'), ('practice_cue', None), ('practice_cont', None)])
436.9541 	EXP 	Stroop_Text_Full: autoDraw = False
437.9373 	EXP 	fixation_cross: autoDraw = True
438.4375 	EXP 	fixation_cross: autoDraw = False
438.4375 	EXP 	Stroop_Text_Full: color = 'green (named)'
438.4375 	EXP 	Stroop_Text_Full: text = 'Red'
438.4375 	EXP 	Stroop_Text_Full: autoDraw = True
440.4383 	EXP 	New trial (rep=0, index=18): OrderedDict([('index', 24), ('StroopText', 'Blue'), ('StroopColor', 'white'), ('StroopCondition', 'Word'), ('correct', 'blue'), ('is_practice', 'no'), ('practice_cue', None), ('practice_cont', None)])
440.4541 	EXP 	Stroop_Text_Full: autoDraw = False
441.4708 	EXP 	fixation_cross: autoDraw = True
441.9373 	EXP 	fixation_cross: autoDraw = False
441.9373 	EXP 	Stroop_Text_Full: color = 'white (named)'
441.9373 	EXP 	Stroop_Text_Full: text = 'Blue'
441.9373 	EXP 	Stroop_Text_Full: autoDraw = True
443.9431 	EXP 	New trial (rep=0, index=19): OrderedDict([('index', 25), ('StroopText', 'Green'), ('StroopColor', 'orange'), ('StroopCondition', 'CW'), ('correct', 'orange'), ('is_practice', 'no'), ('practice_cue', None), ('practice_cont', None)])
443.9539 	EXP 	Stroop_Text_Full: autoDraw = False
